Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2018,Charleston,SC,Passenger,1,0,1,123,124,0.81
September 30 2024,St. Mary's,MD,Passenger,4,0,4,185,189,2.12
April 30 2024,Bay,FL,Passenger,2,0,2,26,28,7.14
November 30 2021,Contra Costa,CA,Passenger,1,4,5,251,256,1.95
August 31 2021,New York,NY,Passenger,4,0,4,53,57,7.02
September 30 2020,Stevens,WA,Passenger,35,38,73,30378,30451,0.24
September 30 2024,Olmsted,MN,Passenger,1,0,1,3,4,25.00
January 31 2022,San Diego,CA,Passenger,17,6,23,2601,2624,0.88
June 30 2023,Lincoln,WA,Truck,0,0,0,4840,4840,0.00
July 31 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
November 30 2019,Snohomish,WA,Passenger,3938,1706,5644,535054,540698,1.04
October 31 2022,Currituck,NC,Passenger,1,0,1,23,24,4.17
April 30 2020,Bucks,PA,Passenger,1,0,1,26,27,3.70
June 30 2023,Ray,MO,Passenger,0,1,1,1,2,50.00
December 31 2018,Hardin,KY,Passenger,0,1,1,108,109,0.92
December 31 2020,Clackamas,OR,Passenger,3,0,3,204,207,1.45
May 31 2022,Hamilton,IN,Passenger,2,0,2,30,32,6.25
January 31 2021,Dallas,TX,Passenger,1,0,1,192,193,0.52
January 31 2020,Washoe,NV,Passenger,1,0,1,118,119,0.84
June 30 2022,Onslow,NC,Passenger,0,1,1,161,162,0.62
December 31 2020,Pacific,WA,Passenger,34,35,69,15701,15770,0.44
April 30 2022,San Joaquin,CA,Passenger,1,1,2,113,115,1.74
August 31 2020,Collin,TX,Passenger,2,1,3,142,145,2.07
May 31 2023,Monterey,CA,Passenger,1,3,4,141,145,2.76
September 30 2017,Pierce,WA,Passenger,1012,899,1911,524922,526833,0.36
June 30 2023,Norfolk,VA,Passenger,2,2,4,293,297,1.35
March 31 2019,Ventura,CA,Passenger,0,2,2,331,333,0.60
May 31 2021,Snohomish,WA,Truck,1,0,1,126264,126265,0.00
September 30 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
May 31 2024,Bexar,TX,Passenger,5,4,9,381,390,2.31
June 30 2019,Anne Arundel,MD,Passenger,1,1,2,435,437,0.46
November 30 2020,Goochland,VA,Passenger,4,2,6,286,292,2.05
April 30 2019,Duval,FL,Passenger,1,2,3,393,396,0.76
October 31 2023,Muscogee,GA,Passenger,1,2,3,119,122,2.46
July 31 2019,Hillsborough,FL,Passenger,0,1,1,213,214,0.47
July 31 2022,Mason,WA,Truck,4,0,4,20921,20925,0.02
May 31 2024,New York,NY,Passenger,4,0,4,37,41,9.76
August 31 2022,Grant,WA,Truck,1,0,1,27960,27961,0.00
November 30 2017,Virginia Beach,VA,Passenger,2,1,3,660,663,0.45
March 31 2022,Montgomery,PA,Passenger,2,0,2,27,29,6.90
August 31 2023,Whitman,WA,Truck,5,0,5,8646,8651,0.06
April 30 2022,Lewis,WA,Truck,0,0,0,26418,26418,0.00
December 31 2017,Arlington,VA,Passenger,1,2,3,184,187,1.60
March 31 2021,Spokane,WA,Passenger,952,584,1536,322208,323744,0.47
February 29 2024,Kittitas,WA,Passenger,487,124,611,29452,30063,2.03
April 30 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
September 30 2022,Prince William,VA,Passenger,0,3,3,192,195,1.54
February 29 2024,Lewis,WA,Truck,14,0,14,25678,25692,0.05
July 31 2021,Pima,AZ,Passenger,2,1,3,330,333,0.90
July 31 2023,Arlington,VA,Passenger,5,0,5,128,133,3.76
March 31 2025,Hillsborough,FL,Passenger,2,2,4,77,81,4.94
November 30 2020,DuPage,IL,Passenger,4,1,5,60,65,7.69
January 31 2020,Newport,RI,Passenger,0,1,1,82,83,1.20
April 30 2024,Mohave,AZ,Passenger,1,0,1,46,47,2.13
February 29 2024,Pend Oreille,WA,Passenger,33,21,54,8728,8782,0.61
February 28 2023,Washington,MD,Passenger,2,0,2,15,17,11.76
June 30 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
June 30 2023,Ada,ID,Passenger,3,0,3,167,170,1.76
November 30 2020,Garfield,WA,Truck,0,0,0,995,995,0.00
May 31 2020,Lake,FL,Passenger,1,0,1,26,27,3.70
September 30 2017,Honolulu,HI,Passenger,2,2,4,581,585,0.68
October 31 2018,Orange,CA,Passenger,6,1,7,583,590,1.19
April 30 2024,Milwaukee,WI,Passenger,1,0,1,42,43,2.33
August 31 2023,Horry,SC,Passenger,1,0,1,17,18,5.56
February 29 2020,Cowlitz,WA,Truck,0,0,0,28979,28979,0.00
March 31 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
April 30 2020,Chelan,WA,Passenger,224,81,305,54207,54512,0.56
July 31 2018,Douglas,WA,Truck,0,0,0,11968,11968,0.00
October 31 2020,Broward,FL,Passenger,1,1,2,113,115,1.74
January 31 2025,St. Louis,MO,Passenger,2,0,2,34,36,5.56
April 30 2024,New London,CT,Passenger,2,5,7,183,190,3.68
June 30 2024,Laramie,WY,Passenger,1,1,2,30,32,6.25
October 31 2024,Platte,MO,Passenger,0,1,1,11,12,8.33
November 30 2020,Okanogan,WA,Passenger,49,37,86,25962,26048,0.33
May 31 2023,Monroe,WI,Passenger,1,0,1,10,11,9.09
January 31 2025,New Haven,CT,Passenger,0,2,2,19,21,9.52
February 28 2023,Jefferson,WA,Passenger,509,244,753,24216,24969,3.02
March 31 2020,Montgomery,OH,Passenger,0,1,1,47,48,2.08
July 31 2022,Adams,CO,Passenger,1,0,1,49,50,2.00
February 28 2022,El Dorado,CA,Passenger,1,0,1,34,35,2.86
December 31 2020,Franklin,WA,Passenger,85,82,167,61322,61489,0.27
January 31 2021,Flathead,MT,Passenger,2,0,2,62,64,3.12
May 31 2022,Dorchester,SC,Passenger,1,0,1,73,74,1.35
September 30 2020,Polk,FL,Passenger,1,0,1,79,80,1.25
August 31 2020,Klickitat,WA,Truck,0,0,0,8096,8096,0.00
June 30 2023,Adams,CO,Passenger,1,0,1,34,35,2.86
February 28 2022,El Paso,CO,Passenger,2,5,7,693,700,1.00
August 31 2023,El Paso,CO,Passenger,6,7,13,561,574,2.26
October 31 2023,Montgomery,MD,Passenger,6,2,8,197,205,3.90
November 30 2017,Monterey,CA,Passenger,0,2,2,204,206,0.97
April 30 2023,Collier,FL,Passenger,1,0,1,19,20,5.00
August 31 2017,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
October 31 2019,Camden,NJ,Passenger,0,1,1,20,21,4.76
July 31 2021,New London,CT,Passenger,2,2,4,216,220,1.82
August 31 2018,Klamath,OR,Passenger,1,0,1,40,41,2.44
August 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2024,Medina,TX,Passenger,1,0,1,5,6,16.67
July 31 2024,Charles,MD,Passenger,1,1,2,53,55,3.64
May 31 2024,Jefferson,IL,Passenger,1,0,1,1,2,50.00
May 31 2019,Lewis,WA,Passenger,97,95,192,59010,59202,0.32
April 30 2020,Alameda,CA,Passenger,3,1,4,297,301,1.33
July 31 2020,Frederick,MD,Passenger,1,1,2,67,69,2.90
July 31 2024,Pend Oreille,WA,Passenger,40,21,61,8646,8707,0.70
June 30 2023,Mason,WA,Truck,12,0,12,20674,20686,0.06
May 31 2023,King,WA,Passenger,55522,14194,69716,1319582,1389298,5.02
November 30 2024,Cochise,AZ,Passenger,1,0,1,60,61,1.64
April 30 2017,Yakima,WA,Passenger,38,54,92,159245,159337,0.06
January 31 2019,Snohomish,WA,Truck,1,0,1,121954,121955,0.00
September 30 2020,Fairfax,VA,Passenger,6,2,8,752,760,1.05
March 31 2025,Okanogan,WA,Truck,30,0,30,16242,16272,0.18
October 31 2023,Thurston,WA,Passenger,3589,1323,4912,188882,193794,2.53
October 31 2022,Davidson,TN,Passenger,1,0,1,58,59,1.69
February 29 2024,Kings,CA,Passenger,5,0,5,265,270,1.85
September 30 2021,Richmond,NY,Passenger,1,0,1,5,6,16.67
May 31 2025,Fresno,CA,Passenger,1,1,2,98,100,2.00
June 30 2024,New Haven,CT,Passenger,2,2,4,23,27,14.81
August 31 2024,Osceola,FL,Passenger,1,0,1,21,22,4.55
July 31 2021,Klickitat,WA,Truck,0,0,0,8295,8295,0.00
March 31 2021,El Dorado,CA,Passenger,1,0,1,38,39,2.56
April 30 2021,Lake,FL,Passenger,1,0,1,27,28,3.57
January 31 2024,El Paso,CO,Passenger,7,7,14,535,549,2.55
June 30 2024,Kent,MI,Passenger,1,0,1,18,19,5.26
January 31 2020,Penobscot,ME,Passenger,0,2,2,16,18,11.11
June 30 2024,Pulaski,MO,Passenger,3,0,3,97,100,3.00
September 30 2017,Montgomery,TX,Passenger,1,0,1,63,64,1.56
December 31 2022,Anne Arundel,MD,Truck,1,0,1,47,48,2.08
May 31 2021,Lewis,WA,Truck,0,0,0,26887,26887,0.00
April 30 2020,Clay,FL,Passenger,0,1,1,92,93,1.08
November 30 2023,Mason,WA,Truck,17,0,17,20464,20481,0.08
November 30 2024,Island,WA,Truck,79,0,79,20628,20707,0.38
November 30 2018,Arlington,VA,Passenger,1,1,2,176,178,1.12
July 31 2024,Kings,CA,Passenger,4,0,4,248,252,1.59
December 31 2020,Contra Costa,CA,Passenger,3,4,7,271,278,2.52
August 31 2019,Collier,FL,Passenger,1,0,1,26,27,3.70
August 31 2023,Garfield,WA,Truck,0,0,0,965,965,0.00
April 30 2023,Cowlitz,WA,Passenger,435,203,638,69874,70512,0.90
December 31 2023,Arapahoe,CO,Passenger,2,1,3,73,76,3.95
May 31 2019,Rogers,OK,Passenger,1,0,1,9,10,10.00
November 30 2021,Washington,WI,Passenger,1,0,1,2,3,33.33
February 28 2022,Boone,MO,Passenger,0,1,1,10,11,9.09
September 30 2018,Maui,HI,Passenger,1,0,1,57,58,1.72
May 31 2024,Platte,MO,Passenger,2,1,3,14,17,17.65
June 30 2017,Norfolk,VA,Passenger,1,1,2,312,314,0.64
April 30 2022,Snohomish,WA,Truck,4,0,4,124453,124457,0.00
May 31 2025,Walla Walla,WA,Passenger,417,213,630,34417,35047,1.80
July 31 2022,Ada,ID,Passenger,2,0,2,211,213,0.94
October 31 2017,Contra Costa,CA,Passenger,0,1,1,481,482,0.21
December 31 2022,Suffolk,MA,Passenger,3,1,4,31,35,11.43
January 31 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
May 31 2024,Prince George,VA,Passenger,1,0,1,56,57,1.75
April 30 2025,Dakota,MN,Passenger,0,1,1,9,10,10.00
July 31 2018,Benton,WA,Truck,0,0,0,41076,41076,0.00
November 30 2024,Richmond,GA,Passenger,0,1,1,44,45,2.22
October 31 2024,Hillsborough,FL,Passenger,2,1,3,92,95,3.16
November 30 2022,Kern,CA,Passenger,2,1,3,224,227,1.32
July 31 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
June 30 2017,Asotin,WA,Passenger,6,3,9,12420,12429,0.07
July 31 2023,Alameda,CA,Passenger,8,2,10,218,228,4.39
March 31 2017,Island,WA,Passenger,105,130,235,59552,59787,0.39
May 31 2023,San Diego,CA,Passenger,23,7,30,2406,2436,1.23
September 30 2020,Riverside,CA,Passenger,5,0,5,660,665,0.75
September 30 2022,Lincoln,WA,Passenger,10,16,26,7702,7728,0.34
January 31 2025,Camden,NJ,Passenger,1,0,1,9,10,10.00
February 28 2018,Cowlitz,WA,Passenger,54,70,124,70930,71054,0.17
August 31 2017,Walla Walla,WA,Truck,0,0,0,13183,13183,0.00
May 31 2020,Douglas,WA,Truck,0,0,0,12270,12270,0.00
December 31 2023,Pima,AZ,Passenger,2,0,2,211,213,0.94
January 31 2021,Saginaw,MI,Passenger,2,0,2,10,12,16.67
February 29 2024,Spotsylvania,VA,Passenger,1,1,2,26,28,7.14
April 30 2022,San Juan,WA,Passenger,493,157,650,14104,14754,4.41
February 28 2025,Greene,OH,Passenger,2,0,2,16,18,11.11
September 30 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
July 31 2023,Norfolk,MA,Passenger,1,0,1,25,26,3.85
May 31 2020,Kitsap,WA,Truck,0,0,0,53816,53816,0.00
January 31 2020,Hawaii,HI,Passenger,1,0,1,69,70,1.43
June 30 2019,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
September 30 2023,Wahkiakum,WA,Truck,4,0,4,1765,1769,0.23
June 30 2018,Walla Walla,WA,Passenger,34,42,76,35646,35722,0.21
March 31 2019,Riverside,CA,Passenger,2,2,4,700,704,0.57
October 31 2020,Douglas,WA,Truck,0,0,0,12406,12406,0.00
November 30 2019,Guadalupe,TX,Passenger,1,0,1,69,70,1.43
April 30 2023,Sarpy,NE,Passenger,1,0,1,65,66,1.52
January 31 2023,San Mateo,CA,Passenger,3,1,4,100,104,3.85
July 31 2023,Denton,TX,Passenger,1,0,1,66,67,1.49
August 31 2021,Cowlitz,WA,Truck,0,1,1,29060,29061,0.00
November 30 2020,Anne Arundel,MD,Passenger,1,1,2,398,400,0.50
October 31 2021,Missoula,MT,Passenger,1,0,1,63,64,1.56
April 30 2025,Pulaski,MO,Passenger,2,0,2,81,83,2.41
March 31 2023,St. Johns,FL,Passenger,1,0,1,42,43,2.33
October 31 2021,Lincoln,WA,Passenger,7,16,23,7688,7711,0.30
October 31 2022,Jefferson,WA,Truck,5,0,5,9377,9382,0.05
August 31 2019,Island,WA,Passenger,334,245,579,63332,63911,0.91
March 31 2017,Walla Walla,WA,Truck,0,0,0,13178,13178,0.00
November 30 2019,Spokane,WA,Passenger,631,469,1100,314387,315487,0.35
December 31 2023,Bay,FL,Passenger,1,0,1,29,30,3.33
September 30 2021,Nueces,TX,Passenger,1,0,1,77,78,1.28
December 31 2019,Hennepin,MN,Passenger,3,1,4,119,123,3.25
December 31 2021,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
July 31 2020,Deschutes,OR,Passenger,3,0,3,153,156,1.92
February 28 2018,Hawaii,HI,Passenger,1,0,1,88,89,1.12
July 31 2020,Maui,HI,Passenger,2,0,2,35,37,5.41
September 30 2017,Tulare,CA,Passenger,1,0,1,197,198,0.51
June 30 2019,Guadalupe,TX,Passenger,1,0,1,75,76,1.32
October 31 2023,San Diego,CA,Passenger,21,8,29,2287,2316,1.25
February 28 2018,Island,WA,Passenger,165,172,337,61799,62136,0.54
January 31 2018,El Paso,CO,Passenger,2,1,3,780,783,0.38
September 30 2020,Wise,TX,Passenger,1,0,1,10,11,9.09
January 31 2023,Pima,AZ,Passenger,2,0,2,263,265,0.75
February 29 2024,Pacific,WA,Passenger,100,100,200,15519,15719,1.27
March 31 2024,Tooele,UT,Passenger,2,0,2,11,13,15.38
January 31 2018,Snohomish,WA,Passenger,2072,1091,3163,517858,521021,0.61
December 31 2018,Guadalupe,TX,Passenger,1,0,1,79,80,1.25
May 31 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
September 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
July 31 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
September 30 2018,Caddo,LA,Passenger,0,1,1,25,26,3.85
January 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
May 31 2019,San Juan,PR,Passenger,0,1,1,4,5,20.00
September 30 2022,Pend Oreille,WA,Passenger,18,12,30,8986,9016,0.33
June 30 2020,Okanogan,WA,Passenger,36,33,69,25826,25895,0.27
May 31 2022,Hawaii,HI,Passenger,1,0,1,49,50,2.00
November 30 2021,Allegheny,PA,Passenger,2,1,3,78,81,3.70
January 31 2020,Jefferson,WA,Truck,0,0,0,9658,9658,0.00
February 28 2021,Adams,WA,Passenger,10,6,16,12961,12977,0.12
December 31 2021,San Francisco,CA,Passenger,2,2,4,107,111,3.60
July 31 2023,Essex,MA,Passenger,1,0,1,14,15,6.67
March 31 2021,Yakima,WA,Truck,0,0,0,61353,61353,0.00
July 31 2023,Wahkiakum,WA,Passenger,26,17,43,3016,3059,1.41
May 31 2024,Macomb,MI,Passenger,1,0,1,22,23,4.35
January 31 2021,Harris,TX,Passenger,1,1,2,271,273,0.73
October 31 2022,Hawaii,HI,Passenger,1,0,1,44,45,2.22
September 30 2024,Hamilton,IN,Passenger,1,0,1,22,23,4.35
February 28 2023,Loudoun,VA,Passenger,3,1,4,67,71,5.63
April 30 2025,Shelby,TN,Passenger,1,1,2,49,51,3.92
September 30 2024,Newport,RI,Passenger,0,2,2,46,48,4.17
January 31 2021,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
October 31 2021,Lee,FL,Passenger,1,0,1,50,51,1.96
May 31 2018,Fairfax,VA,Passenger,3,1,4,837,841,0.48
January 31 2025,Rockingham,NH,Passenger,2,0,2,15,17,11.76
July 31 2024,Duval,FL,Passenger,2,1,3,227,230,1.30
June 30 2022,Okaloosa,FL,Passenger,0,2,2,114,116,1.72
July 31 2021,Middlesex,MA,Passenger,1,0,1,104,105,0.95
December 31 2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
January 31 2020,Island,WA,Passenger,391,258,649,63428,64077,1.01
January 31 2023,San Luis Obispo,CA,Passenger,1,1,2,66,68,2.94
March 31 2024,Multnomah,OR,Passenger,6,1,7,495,502,1.39
December 31 2019,Lewis,WA,Truck,0,0,0,26083,26083,0.00
March 31 2019,DeKalb,GA,Passenger,1,0,1,86,87,1.15
March 31 2023,Walla Walla,WA,Truck,5,0,5,13774,13779,0.04
March 31 2023,Honolulu,HI,Passenger,4,3,7,379,386,1.81
June 30 2024,Dakota,MN,Passenger,0,1,1,11,12,8.33
January 31 2019,Salt Lake,UT,Passenger,1,0,1,232,233,0.43
June 30 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
November 30 2017,Whatcom,WA,Truck,1,0,1,41914,41915,0.00
February 28 2019,Bexar,TX,Passenger,2,4,6,712,718,0.84
July 31 2023,Pinal,AZ,Passenger,1,1,2,117,119,1.68
January 31 2023,Charleston,SC,Passenger,1,2,3,67,70,4.29
October 31 2024,Macomb,MI,Passenger,4,0,4,18,22,18.18
March 31 2020,Stafford,VA,Passenger,1,1,2,100,102,1.96
July 31 2024,King,WA,Truck,1529,2,1531,170227,171758,0.89
July 31 2024,Kauai,HI,Passenger,0,1,1,19,20,5.00
March 31 2017,Benton,WA,Truck,0,0,0,39841,39841,0.00
June 30 2022,Ventura,CA,Passenger,1,2,3,276,279,1.08
April 30 2022,Klickitat,WA,Passenger,99,56,155,15209,15364,1.01
April 30 2022,Douglas,NE,Passenger,1,2,3,52,55,5.45
August 31 2017,Wahkiakum,WA,Truck,0,0,0,1655,1655,0.00
February 28 2018,Skamania,WA,Truck,0,0,0,3922,3922,0.00
August 31 2022,Prince William,VA,Passenger,0,3,3,191,194,1.55
October 31 2023,Bell,TX,Passenger,2,0,2,284,286,0.70
May 31 2021,San Juan,WA,Passenger,423,132,555,14197,14752,3.76
August 31 2021,Fulton,GA,Passenger,0,1,1,91,92,1.09
February 28 2025,Harnett,NC,Passenger,4,1,5,121,126,3.97
January 31 2019,Spokane,WA,Truck,1,0,1,93897,93898,0.00
November 30 2020,Honolulu,HI,Passenger,5,3,8,493,501,1.60
January 31 2020,Benton,WA,Truck,0,0,0,42530,42530,0.00
October 31 2024,Washtenaw,MI,Passenger,0,2,2,21,23,8.70
January 31 2022,,,Passenger,5,3,8,352,360,2.22
November 30 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
October 31 2023,Pulaski,AR,Passenger,1,0,1,29,30,3.33
March 31 2024,Nassau,NY,Passenger,2,0,2,24,26,7.69
April 30 2022,Los Angeles,CA,Passenger,7,7,14,927,941,1.49
March 31 2025,Garfield,WA,Passenger,0,3,3,1278,1281,0.23
November 30 2022,Island,WA,Passenger,915,390,1305,60908,62213,2.10
December 31 2019,Salt Lake,UT,Passenger,1,0,1,217,218,0.46
August 31 2017,Okanogan,WA,Passenger,4,18,22,25659,25681,0.09
July 31 2020,Clallam,WA,Truck,1,0,1,21692,21693,0.00
March 31 2023,Fairfax,VA,Truck,1,0,1,96,97,1.03
October 31 2021,Douglas,NE,Passenger,1,1,2,57,59,3.39
June 30 2020,Cameron,TX,Passenger,1,0,1,24,25,4.00
April 30 2023,Mason,WA,Passenger,416,201,617,46238,46855,1.32
September 30 2022,Douglas,NE,Passenger,2,3,5,45,50,10.00
January 31 2024,Douglas,CO,Passenger,1,2,3,61,64,4.69
March 31 2025,,,Passenger,2,2,4,240,244,1.64
December 31 2024,Ferry,WA,Passenger,30,4,34,4187,4221,0.81
May 31 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
June 30 2023,Douglas,CO,Passenger,1,1,2,71,73,2.74
June 30 2022,Asotin,WA,Truck,0,0,0,6703,6703,0.00
April 30 2022,Cook,IL,Passenger,3,0,3,247,250,1.20
April 30 2017,Eagle,CO,Passenger,1,0,1,8,9,11.11
June 30 2022,Collier,FL,Passenger,1,0,1,19,20,5.00
June 30 2022,Mercer,NJ,Passenger,0,1,1,13,14,7.14
May 31 2021,Klickitat,WA,Passenger,66,48,114,15220,15334,0.74
November 30 2024,Otero,NM,Passenger,0,1,1,16,17,5.88
January 31 2019,Douglas,NE,Passenger,0,1,1,70,71,1.41
January 31 2024,El Dorado,CA,Passenger,2,0,2,24,26,7.69
April 30 2022,Spokane,WA,Truck,0,0,0,102200,102200,0.00
August 31 2022,King,WA,Truck,204,2,206,179700,179906,0.11
March 31 2020,Pima,AZ,Passenger,3,1,4,405,409,0.98
May 31 2021,Carson City,NV,Passenger,1,0,1,13,14,7.14
February 29 2020,Albemarle,VA,Passenger,1,0,1,29,30,3.33
March 31 2021,Lewis,WA,Passenger,130,136,266,59245,59511,0.45
July 31 2017,Walla Walla,WA,Passenger,27,26,53,34874,34927,0.15
April 30 2021,Douglas,WA,Truck,0,0,0,12619,12619,0.00
December 31 2019,Cumberland,NC,Passenger,1,2,3,491,494,0.61
August 31 2022,St. Lawrence,NY,Passenger,1,0,1,5,6,16.67
December 31 2023,San Luis Obispo,CA,Passenger,1,1,2,50,52,3.85
March 31 2020,Adams,WA,Passenger,7,7,14,12876,12890,0.11
November 30 2020,Richland,SC,Passenger,0,1,1,142,143,0.70
March 31 2025,Cochise,AZ,Passenger,1,0,1,55,56,1.79
August 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
May 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
February 29 2020,,,Passenger,7,2,9,433,442,2.04
February 28 2025,Atlantic,NJ,Passenger,1,0,1,4,5,20.00
May 31 2018,Clark,WA,Passenger,963,696,1659,307026,308685,0.54
March 31 2022,King,WA,Truck,25,1,26,181755,181781,0.01
August 31 2018,Cook,IL,Passenger,1,0,1,264,265,0.38
June 30 2018,Alameda,CA,Passenger,0,1,1,360,361,0.28
September 30 2019,San Juan,WA,Truck,0,0,0,5910,5910,0.00
September 30 2020,District of Columbia,DC,Passenger,1,1,2,186,188,1.06
April 30 2023,Collin,TX,Passenger,6,0,6,82,88,6.82
August 31 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
November 30 2024,Madison,IL,Passenger,1,0,1,9,10,10.00
June 30 2019,Chelan,WA,Truck,0,0,0,22271,22271,0.00
October 31 2019,Snohomish,WA,Passenger,3892,1683,5575,534777,540352,1.03
November 30 2021,Prince George's,MD,Passenger,2,1,3,160,163,1.84
June 30 2022,Franklin,WA,Truck,0,0,0,20871,20871,0.00
April 30 2019,Wise,TX,Passenger,1,0,1,4,5,20.00
April 30 2022,Harford,MD,Passenger,1,1,2,56,58,3.45
July 31 2023,Marion,OR,Passenger,1,0,1,94,95,1.05
December 31 2020,Thurston,WA,Passenger,1321,778,2099,196938,199037,1.05
December 31 2024,Whitman,WA,Passenger,276,138,414,21841,22255,1.86
July 31 2019,Spokane,WA,Truck,1,0,1,95182,95183,0.00
February 28 2021,Philadelphia,PA,Passenger,1,0,1,68,69,1.45
January 31 2025,Kitsap,WA,Truck,239,0,239,51459,51698,0.46
May 31 2017,Cowlitz,WA,Truck,0,0,0,27868,27868,0.00
December 31 2021,Hamilton,IN,Passenger,3,0,3,32,35,8.57
May 31 2025,Sarasota,FL,Passenger,1,0,1,15,16,6.25
December 31 2018,DuPage,IL,Passenger,1,0,1,62,63,1.59
May 31 2023,Jefferson,IL,Passenger,1,0,1,1,2,50.00
July 31 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
October 31 2018,Travis,TX,Passenger,1,0,1,212,213,0.47
May 31 2023,Virginia Beach,VA,Passenger,5,1,6,515,521,1.15
February 29 2024,Santa Cruz,AZ,Passenger,1,0,1,4,5,20.00
April 30 2019,Travis,TX,Passenger,4,1,5,215,220,2.27
March 31 2023,Stevens,WA,Truck,2,0,2,18693,18695,0.01
February 28 2021,Pima,AZ,Passenger,2,1,3,363,366,0.82
March 31 2023,San Francisco,CA,Passenger,3,0,3,87,90,3.33
July 31 2023,Yolo,CA,Passenger,2,0,2,27,29,6.90
September 30 2017,Yakima,WA,Passenger,57,69,126,160573,160699,0.08
October 31 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
July 31 2023,Charles,MD,Passenger,1,1,2,56,58,3.45
February 28 2019,Okanogan,WA,Truck,0,0,0,16463,16463,0.00
July 31 2024,Liberty,GA,Passenger,0,1,1,98,99,1.01
January 31 2025,Sacramento,CA,Truck,1,0,1,28,29,3.45
July 31 2019,Cook,IL,Passenger,1,0,1,263,264,0.38
March 31 2024,Orange,NC,Passenger,1,0,1,6,7,14.29
May 31 2020,Garfield,WA,Truck,0,0,0,965,965,0.00
April 30 2025,Anchorage,AK,Passenger,1,0,1,77,78,1.28
December 31 2023,DeKalb,GA,Passenger,2,0,2,41,43,4.65
March 31 2021,Douglas,CO,Passenger,1,1,2,84,86,2.33
January 31 2018,St. Clair,IL,Passenger,0,1,1,168,169,0.59
November 30 2024,King,WA,Passenger,88818,20882,109700,1301736,1411436,7.77
November 30 2024,Tom Green,TX,Passenger,0,1,1,19,20,5.00
August 31 2022,Leavenworth,KS,Passenger,1,2,3,87,90,3.33
November 30 2024,Kane,IL,Passenger,1,0,1,8,9,11.11
October 31 2024,Hunt,TX,Passenger,1,0,1,4,5,20.00
October 31 2017,San Diego,CA,Passenger,4,2,6,2618,2624,0.23
December 31 2018,Lewis,WA,Passenger,93,79,172,58315,58487,0.29
March 31 2024,Currituck,NC,Passenger,1,0,1,22,23,4.35
June 30 2019,Okanogan,WA,Passenger,22,25,47,26065,26112,0.18
May 31 2023,Hudson,NJ,Passenger,2,0,2,29,31,6.45
July 31 2021,Yamhill,OR,Passenger,1,0,1,43,44,2.27
October 31 2023,Plaquemines,LA,Passenger,1,1,2,17,19,10.53
January 31 2021,Pend Oreille,WA,Truck,0,0,0,5714,5714,0.00
April 30 2021,DuPage,IL,Passenger,4,1,5,61,66,7.58
March 31 2025,Maui,HI,Passenger,2,0,2,13,15,13.33
July 31 2018,Okanogan,WA,Passenger,9,20,29,26008,26037,0.11
May 31 2022,Orange,NC,Passenger,1,0,1,10,11,9.09
August 31 2024,Atlantic,NJ,Passenger,1,0,1,5,6,16.67
April 30 2024,Columbia,WA,Truck,0,0,0,1558,1558,0.00
May 31 2019,Asotin,WA,Passenger,12,8,20,12667,12687,0.16
August 31 2019,Kern,CA,Passenger,0,1,1,222,223,0.45
May 31 2018,Travis,TX,Passenger,1,0,1,207,208,0.48
April 30 2024,Grays Harbor,WA,Truck,21,0,21,20762,20783,0.10
June 30 2024,Lewis,WA,Passenger,469,390,859,59486,60345,1.42
February 28 2017,Franklin,WA,Passenger,26,42,68,55196,55264,0.12
August 31 2020,Valencia,NM,Passenger,1,0,1,10,11,9.09
December 31 2018,St. Clair,IL,Passenger,0,1,1,173,174,0.57
December 31 2023,Stevens,WA,Passenger,138,74,212,29434,29646,0.72
